517.5459345,-22.56780196,365.491747,-5.388443414,250.466917,7.599120834,163.3431768,16.78388143,98.39544759,22.18863913,51.841808,23.46365378,21.54644935,19.84860888
-22.56780196,5.804166418,-17.81888944,3.286684935,-13.57557037,1.942624948,-9.819591625,0.7958637997,-6.566156666,-0.1128861134,-3.868839217,-0.7211704672,-1.827655437,-0.9380531106
365.491747,-17.81888944,261.8710834,-6.342871882,179.8983384,3.514007416,118.119338,10.64679593,71.69080078,15.03723439,38.10984139,16.39820566,16.02057649,14.14255291
-5.388443414,3.286684935,-6.342871882,4.684829542,-5.967197601,2.615195312,-5.039030079,1.625688879,-3.808551497,0.7655852465,-2.492726671,0.09487552555,-1.296933501,-0.3092708448
250.466917,-13.57557037,179.8983384,-5.967197601,127.0883656,0.207357552,83.71389839,5.828302334,51.42833958,9.495431384,27.72514259,10.96583794,11.86069845,9.78035496
7.599120834,1.942624948,3.514007416,2.615195312,0.207357552,4.248314929,-1.195201847,2.362367803,-1.616340287,1.51891097,-1.415208624,0.7775492841,-0.8906911508,0.20612352
163.3431768,-9.819591625,118.119338,-5.039030079,83.71389839,-1.195201847,58.36808477,1.974788294,35.97152022,5.141024198,19.84136978,6.743471457,8.723597266,6.416866527
16.78388143,0.7958637997,10.64679593,1.625688879,5.828302334,2.362367803,1.974788294,4.041888234,0.165604047,2.188874377,-0.5565882687,1.368042674,-0.57689728,0.6413444772
98.39544759,-6.566156666,71.69080078,-3.808551497,51.42833958,-1.616340287,35.97152022,0.165604047,25.09004633,1.655157771,13.82270826,3.412151368,6.351668425,3.792205792
22.18863913,-0.1128861134,15.03723439,0.7655852465,9.495431384,1.51891097,5.141024198,2.188874377,1.655157771,3.807979283,0.1434679089,1.898121685,-0.3314273121,1.021843733
51.841808,-3.868839217,38.10984139,-2.492726671,27.72514259,-1.415208624,19.84136978,-0.5565882687,13.82270826,0.1434679089,10.19112111,0.7308332765,4.551496292,1.710327563
23.46365378,-0.7211704672,16.39820566,0.09487552555,10.96583794,0.7775492841,6.743471457,1.368042674,3.412151368,1.898121685,0.7308332765,3.392579796,-0.1360753198,1.367310994
21.54644935,-1.827655437,16.02057649,-1.296933501,11.86069845,-0.8906911508,8.723597266,-0.57689728,6.351668425,-0.3314273121,4.551496292,-0.1360753198,4.1777833,0.02293813717
19.84860888,-0.9380531106,14.14255291,-0.3092708448,9.78035496,0.20612352,6.416866527,0.6413444772,3.792205792,1.021843733,1.710327563,1.367310994,0.02293813717,2.693181239
