21.98088474,9.368131884,19.88096159,18.8161544,9.26926587,12.88827806,5.649275277,11.94256634,12.69752693,6.318661046,8.939576661,3.784220273,8.14123982,9.128913904,4.416343427,6.279465445,2.571524774,5.640185803,6.535449725,3.063832872,4.280417059,1.705737244,3.802302649,4.51348848,2.059802367,2.691307057,1.050920047,2.370379811,2.866606586,1.281705073,1.338452775,0.5159085132,1.169710629,1.447555121,0.639939355
9.368131884,9.619262199,10.19192663,5.970591326,5.694052862,5.648993221,5.43929766,6.014628452,3.965698977,3.693895257,3.783484794,3.58007391,3.890712876,2.853990797,2.434834131,2.570090716,2.36206719,2.549353161,2.053094491,1.596521948,1.703272823,1.525972559,1.632725636,1.425682336,1.020231581,1.047078389,0.9258582458,0.9713798562,0.9104549707,0.6071510156,0.5110268278,0.4631506314,0.4539546239,0.4627667696,0.2892731083
19.88096159,10.19192663,22.01813796,15.45800299,10.196151,11.94280409,6.014900625,12.58730522,10.17990526,6.843821892,8.14186501,3.891418863,8.472556846,7.248877716,4.701363846,5.64141955,2.550721606,5.79560691,5.159945834,3.211312279,3.804469894,1.635061784,3.868995056,3.547667378,2.132674091,2.373966229,0.9749948826,2.400735325,2.244279491,1.317622147,1.175520329,0.4585089271,1.19417203,1.126528235,0.6604336541
18.8161544,5.970591326,15.45800299,21.49620447,7.208733634,12.69715635,3.965941696,10.17932919,14.59172047,5.177012012,9.127922369,2.854622772,7.247346972,10.6396497,3.755953159,6.533441859,2.054319413,5.15687656,7.656622423,2.683463724,4.509748881,1.427732706,3.542071121,5.3040762,1.845505798,2.859210189,0.9132586425,2.233847097,3.377011037,1.166041268,1.427732069,0.4634834565,1.102009958,1.711338959,0.5844725327
9.26926587,5.694052862,10.196151,7.208733634,6.724699165,6.318746447,3.694023686,6.843795465,5.17726281,3.909430277,4.416565738,2.435165847,4.701292793,3.756617956,2.677062129,3.064252356,1.597157,3.211154754,2.684780493,1.815975218,2.060396359,1.021264898,2.13226117,1.847783051,1.197775438,1.281678631,0.6084034685,1.315962768,1.169430559,0.7356258074,0.6329289363,0.2883772369,0.6509832789,0.5871312863,0.366633215
12.88827806,5.648993221,11.94280409,12.69715635,6.318746447,21.78321334,9.299869726,19.7200372,18.59038651,9.184201942,12.62406702,5.557195717,11.72526137,12.39820667,6.203564962,8.58590975,3.659411688,7.847188804,8.731874941,4.260240789,5.804992579,2.40134292,5.241074168,6.008356411,2.851521747,3.640290882,1.471419342,3.256825752,3.812080687,1.76993759,1.808730944,0.7197492646,1.605972017,1.92368457,0.882844689
5.649275277,5.43929766,6.014900625,3.965941696,3.694023686,9.299869726,9.575569272,10.14054068,5.895275031,5.663984702,5.556717031,5.378365845,5.942668487,3.866764588,3.651518779,3.658169482,3.494415542,3.789302811,2.723926697,2.374714445,2.398945177,2.240617352,2.405410725,1.881901533,1.510644146,1.467427469,1.352038781,1.426261717,1.199699265,0.896643297,0.714342757,0.672534411,0.6676848508,0.6087385467,0.4274926804
11.94256634,6.014628452,12.58730522,10.17932919,6.843795465,19.7200372,10.14054068,21.87176073,15.28657214,10.11865633,11.72567215,5.943125625,12.38769406,9.951413392,6.73767197,7.848269253,3.790481623,8.199534029,6.94417581,4.555462405,5.2432059,2.407668883,5.420657247,4.753245197,3.009987787,3.260561561,1.429981213,3.349882013,3.003266365,1.853484841,1.612079759,0.6725970305,1.662839952,1.506283104,0.9269607384
12.69752693,3.965698977,10.17990526,14.59172047,5.17726281,18.59038651,5.895275031,15.28657214,21.22645366,7.11914335,12.39754342,3.867174963,9.950396652,14.23488361,5.057486444,8.730076328,2.724981982,6.941449805,10.16739586,3.596409044,6.004543607,1.883865321,4.747610152,7.031180543,2.470357188,3.803799272,1.202439712,2.991826442,4.474126495,1.560437303,1.899477029,0.6086094294,1.477125772,2.266391908,0.7826764007
6.318661046,3.693895257,6.843821892,5.177012012,3.909430277,9.184201942,5.663984702,10.11865633,7.11914335,6.683216277,6.203709475,3.651732525,6.737624134,5.057927003,3.852290218,4.260596504,2.375255605,4.555313874,3.597569947,2.598036748,2.852033541,1.511610856,3.009511011,2.472596292,1.706187879,1.769465681,0.8977452565,1.851312262,1.563860134,1.044401499,0.8724776926,0.4254136479,0.9140101467,0.7845225098,0.5193405898
8.939576661,3.783484794,8.14186501,9.127922369,4.416565738,12.62406702,5.556717031,11.72567215,12.39754342,6.203709475,21.42965868,9.174846905,19.42631176,18.19305033,9.028206514,12.15019483,5.386908302,11.32700619,11.87099694,5.991467861,7.94923838,3.425982127,7.305427307,8.031750271,3.970977475,4.944563734,2.078106923,4.498759038,5.076334733,2.455387109,2.451336702,1.01194366,2.21361524,2.558280983,1.223016172
